1,26368
2,14104
3,23294
4,16557
5,21461
6,25662
7,16902
8,13494
8,35225
8,16902
8,26004
8,24419
8,38264
9,17138
10,28840
11,17253
11,21461
11,29223
12,21921
12,23652
12,25981
12,12959
12,24720
13,26921
14,11852
14,24840
15,25827
16,26148
17,26071
17,16849
17,11513
17,22776
18,24853
18,23295
18,21461
19,25016
20,17346
20,12886
21,7463
22,23
22,237
22,1366
22,1661
22,1820
22,2479
22,3033
22,4078
22,4388
22,5470
22,5667
22,6325
22,6674
22,6693
22,7074
22,8745
22,8803
22,8824
22,9458
22,10616
22,10886
22,11655
22,12086
22,13152
22,13741
22,13930
22,14378
22,14897
22,15142
22,15692
22,16633
22,16824
22,16902
22,17782
22,17830
22,17870
22,20663
22,21461
22,21721
22,21792
22,21802
22,22191
22,23071
22,23604
22,23605
22,23746
22,24583
22,24993
22,25033
22,25080
22,25256
22,25381
22,25439
22,25561
22,25836
22,26214
22,26227
22,26238
22,26511
22,26512
22,26545
22,26585
22,26617
22,26618
22,26620
22,26643
22,26742
22,26847
22,26848
22,26979
22,27003
22,27067
22,27187
22,27192
22,27194
22,27211
22,27225
22,27291
22,27299
22,27353
22,27358
22,27372
22,27388
22,27418
22,27564
22,26222
22,7128
22,11290
22,24291
22,23843
22,25833
22,29146
22,22288
22,25520
22,24655
22,8750
22,20911
22,11445
22,11868
22,14190
22,36670
22,34873
22,30975
22,7377
22,10809
22,5934
22,33616
22,27665
22,20056
22,26192
22,20568
22,13579
22,29416
22,19205
22,29762
22,25798
22,5897
22,18428
22,12534
22,24942
22,40024
22,25046
22,26020
22,28564
22,32350
22,21109
22,14232
22,10802
22,18187
22,26309
22,24490
22,24064
22,13084
22,29518
22,30708
22,25354
22,15986
22,38501
22,35556
22,11836
22,23115
22,20301
22,13965
22,14616
22,28122
22,11040
22,14067
22,39822
22,11862
22,22777
22,22631
22,28362
22,24542
22,25077
22,32169
22,25880
22,30359
22,10408
22,6208
22,4202
22,23100
22,12081
22,26232
22,13802
22,12191
22,28746
22,6985
22,27658
22,7921
22,34290
22,21213
22,21779
22,35028
22,25719
22,29524
22,36057
22,10051
22,21303
22,23139
22,15884
22,13085
22,3158
22,30414
22,28219
22,18061
22,26660
22,15105
22,22930
22,3853
22,25672
22,15703
22,12490
22,28826
22,29093
22,28084
22,11915
22,22092
22,12906
22,21611
22,28184
22,26212
22,19757
22,24707
22,24551
22,15116
22,33753
22,22509
22,21861
22,9350
22,21002
22,24781
22,11324
22,37081
22,16770
22,24853
22,7784
22,30162
22,13786
22,26067
22,18697
22,22791
22,16334
22,18314
22,13953
22,25545
22,9217
22,18063
22,19782
22,34823
22,9824
22,18667
22,29259
22,15077
22,32148
22,18865
22,30795
22,23295
22,26175
22,5146
22,17077
22,30645
22,5788
22,17691
22,38798
22,18443
22,37327
22,3353
22,15125
22,18822
22,24130
22,32774
22,14713
22,1235
22,39787
22,25001
22,33567
22,9987
22,35877
22,28425
22,15912
22,7270
22,19001
22,25649
22,18460
22,29249
22,23654
22,11339
22,21438
22,20322
22,30895
22,27761
22,24830
22,36688
22,23506
22,27065
22,18774
22,22197
22,24303
22,31201
22,9791
22,24261
22,17562
22,39519
22,28742
22,5150
22,25625
